CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Churn
15339.0,66,2,574.07,2,2,2,222,Average,1
12744.0,51,7,21279.29,2,4,4,244,At Risk,1
12854.0,78,3,1324.5,2,3,3,233,At Risk,1
16222.0,318,1,846.72,1,1,3,113,Lost,1
14341.0,45,8,2182.28,3,4,4,344,Loyal Customers,1
13168.0,36,4,1319.19,3,3,3,333,Loyal Customers,1
16943.0,211,3,816.73,1,3,3,133,At Risk,1
17515.0,31,4,639.02,3,3,2,332,Loyal Customers,1
17082.0,33,2,2003.85,3,2,4,324,Average,1
14248.0,318,1,302.58,1,1,1,111,Lost,1
12609.0,78,3,1126.85,2,3,3,233,At Risk,1
13002.0,318,1,120.95,1,1,1,111,Lost,1
16133.0,3,33,14589.04,4,4,4,444,Champions,0
13049.0,64,2,656.68,2,2,2,222,Average,1
14548.0,150,2,652.8,1,2,2,122,Lost,1
13405.0,74,3,572.451,2,3,2,232,At Risk,1
16043.0,37,4,773.99,3,3,3,333,Loyal Customers,1
14049.0,16,4,5681.72,4,3,4,434,Loyal Customers,0
15812.0,107,5,1801.14,2,4,4,244,At Risk,1
13837.0,211,2,271.24,1,2,1,121,Lost,1
17118.0,317,1,157.02,1,1,1,111,Lost,1
14616.0,242,3,406.08,1,3,2,132,At Risk,1
14233.0,49,4,1462.72,3,3,3,333,Loyal Customers,1
17075.0,17,4,834.12,4,3,3,433,Loyal Customers,0
16714.0,218,3,1161.53,1,3,3,133,At Risk,1
13098.0,1,28,28882.44,4,4,4,444,Champions,0
17027.0,78,6,890.29,2,4,3,243,At Risk,1
12591.0,317,1,452.85,1,1,2,112,Lost,1
16124.0,317,1,249.0,1,1,1,111,Lost,1
16409.0,36,5,2028.88,3,4,4,344,Loyal Customers,1
13754.0,151,2,282.6,1,2,1,121,Lost,1
15227.0,36,5,1219.4,3,4,3,343,Loyal Customers,1
12997.0,22,4,1226.89,3,3,3,333,Loyal Customers,0
16918.0,49,6,1068.82,3,4,3,343,Loyal Customers,1
16882.0,66,3,705.12,2,3,3,233,At Risk,1
14442.0,204,2,1589.82,1,2,3,123,Lost,1
16496.0,8,3,1599.52,4,3,3,433,Loyal Customers,0
12764.0,316,1,1693.88,1,1,4,114,Lost,1
17311.0,78,2,1384.85,2,2,3,223,Average,1
15910.0,0,8,1232.18,4,4,3,443,Champions,0
16949.0,3,6,1286.27,4,4,3,443,Champions,0
14970.0,68,4,1592.06,2,3,3,233,At Risk,1
14701.0,10,9,2549.37,4,4,4,444,Champions,0
12645.0,33,4,1775.18,3,3,4,334,Loyal Customers,1
12468.0,187,2,729.54,1,2,3,123,Lost,1
16767.0,30,11,5580.6,3,4,4,344,Loyal Customers,0
14738.0,42,7,1314.45,3,4,3,343,Loyal Customers,1
17540.0,24,2,578.9,3,2,2,322,Average,0
14239.0,43,11,2380.85,3,4,4,344,Loyal Customers,1
13328.0,316,1,1308.48,1,1,3,113,Lost,1
15549.0,77,3,1693.26,2,3,4,234,At Risk,1
15864.0,22,6,1936.32,3,4,4,344,Loyal Customers,0
14662.0,28,4,771.17,3,3,3,333,Loyal Customers,0
17180.0,56,4,796.03,2,3,3,233,At Risk,1
15057.0,275,2,1489.5,1,2,3,123,Lost,1
12574.0,315,1,218.45,1,1,1,111,Lost,1
13330.0,92,3,1140.93,2,3,3,233,At Risk,1
13552.0,66,12,3740.07,2,4,4,244,At Risk,1
12853.0,134,6,1957.1,2,4,4,244,At Risk,1
13538.0,43,7,1280.85,3,4,3,343,Loyal Customers,1
16755.0,114,3,1496.83,2,3,3,233,At Risk,1
14133.0,129,3,605.64,2,3,2,232,At Risk,1
16523.0,1,21,9418.47,4,4,4,444,Champions,0
14659.0,8,9,2529.93,4,4,4,444,Champions,0
13141.0,84,5,2388.75,2,4,4,244,At Risk,1
15365.0,25,7,2314.32,3,4,4,344,Loyal Customers,0
13707.0,267,2,806.41,1,2,3,123,Lost,1
13709.0,3,13,6328.05,4,4,4,444,Champions,0
17329.0,14,2,523.11,4,2,2,422,Average,0
14805.0,15,4,554.65,4,3,2,432,Loyal Customers,0
16897.0,299,2,289.78,1,2,1,121,Lost,1
15579.0,68,2,348.6,2,2,2,222,Average,1
14595.0,19,6,1740.6,3,4,4,344,Loyal Customers,0
13161.0,313,1,112.75,1,1,1,111,Lost,1
15415.0,313,1,572.81,1,1,2,112,Lost,1
17431.0,313,1,403.3,1,1,2,112,Lost,1
17463.0,16,5,1896.41,4,4,4,444,Champions,0
14502.0,19,11,2470.67,3,4,4,344,Loyal Customers,0
12528.0,9,6,1933.48,4,4,4,444,Champions,0
17239.0,312,1,382.5,1,1,2,112,Lost,1
14426.0,23,10,4481.67,3,4,4,344,Loyal Customers,0
15448.0,312,1,494.64,1,1,2,112,Lost,1
17314.0,24,8,2527.92,3,4,4,344,Loyal Customers,0
17373.0,40,4,646.92,3,3,2,332,Loyal Customers,1
14467.0,17,4,598.76,4,3,2,432,Loyal Customers,0
12908.0,176,2,750.0,1,2,3,123,Lost,1
15144.0,8,17,6580.44,4,4,4,444,Champions,0
14776.0,51,11,2538.3,2,4,4,244,At Risk,1
16403.0,312,1,177.5,1,1,1,111,Lost,1
16407.0,12,10,2126.93,4,4,4,444,Champions,0
17619.0,312,1,218.52,1,1,1,111,Lost,1
12778.0,19,6,822.23,3,4,3,343,Loyal Customers,0
17256.0,107,2,240.0,2,2,1,221,Average,1
17604.0,217,2,309.36,1,2,2,122,Lost,1
14006.0,115,3,962.19,2,3,3,233,At Risk,1
13600.0,312,1,219.52,1,1,1,111,Lost,1
15058.0,25,11,2124.99,3,4,4,344,Loyal Customers,0
15240.0,44,5,1706.57,3,4,4,344,Loyal Customers,1
17147.0,22,4,1714.59,3,3,4,334,Loyal Customers,0
13881.0,3,20,17159.52,4,4,4,444,Champions,0
16570.0,15,10,3738.4,4,4,4,444,Champions,0
16612.0,32,4,1187.66,3,3,3,333,Loyal Customers,1
17356.0,311,1,178.22,1,1,1,111,Lost,1
12836.0,59,4,2612.86,2,3,4,234,At Risk,1
14850.0,311,1,325.75,1,1,2,112,Lost,1
13939.0,23,3,568.55,3,3,2,332,Loyal Customers,0
16745.0,86,17,7194.3,2,4,4,244,At Risk,1
13606.0,29,3,280.54,3,3,1,331,Loyal Customers,0
13494.0,311,1,316.26,1,1,2,112,Lost,1
13802.0,138,3,4599.42,2,3,4,234,At Risk,1
12929.0,311,1,117.85,1,1,1,111,Lost,1
16419.0,112,6,972.23,2,4,3,243,At Risk,1
17035.0,245,2,433.53,1,2,2,122,Lost,1
15203.0,25,6,1827.8,3,4,4,344,Loyal Customers,0
16515.0,52,5,1627.13,2,4,3,243,At Risk,1
12373.0,311,1,364.6,1,1,2,112,Lost,1
12775.0,17,5,1386.04,4,4,3,443,Champions,0
14549.0,311,1,289.24,1,1,1,111,Lost,1
15981.0,24,8,3408.48,3,4,4,344,Loyal Customers,0
16110.0,45,3,1337.48,3,3,3,333,Loyal Customers,1
17376.0,70,2,203.2,2,2,1,221,Average,1
13110.0,31,7,1488.67,3,4,3,343,Loyal Customers,1
16716.0,266,2,901.2,1,2,3,123,Lost,1
12676.0,24,6,1331.39,3,4,3,343,Loyal Customers,0
15940.0,311,1,35.8,1,1,1,111,Lost,1
15971.0,17,12,4199.85,4,4,4,444,Champions,0
14665.0,60,5,1835.7,2,4,4,244,At Risk,1
14457.0,310,1,113.64,1,1,1,111,Lost,1
15589.0,255,3,478.53,1,3,2,132,At Risk,1
14411.0,310,1,1063.0,1,1,3,113,Lost,1
17560.0,94,4,854.95,2,3,3,233,At Risk,1
15226.0,310,1,154.41,1,1,1,111,Lost,1
14460.0,110,3,434.34,2,3,2,232,At Risk,1
16156.0,8,9,3122.04,4,4,4,444,Champions,0
13728.0,36,6,1016.14,3,4,3,343,Loyal Customers,1
14127.0,122,3,709.71,2,3,3,233,At Risk,1
16378.0,247,3,362.95,1,3,2,132,At Risk,1
13894.0,23,3,564.62,3,3,2,332,Loyal Customers,0
13824.0,32,5,1698.94,3,4,4,344,Loyal Customers,1
15270.0,15,7,2379.49,4,4,4,444,Champions,0
14188.0,30,6,2054.36,3,4,4,344,Loyal Customers,0
15421.0,58,4,950.36,2,3,3,233,At Risk,1
17446.0,176,2,120.9,1,2,1,121,Lost,1
12414.0,217,3,562.41,1,3,2,132,At Risk,1
14798.0,52,3,173.74,2,3,1,231,At Risk,1
12990.0,31,3,409.5,3,3,2,332,Loyal Customers,1
12350.0,310,1,334.4,1,1,2,112,Lost,1
17337.0,151,4,2027.87,1,3,4,134,At Risk,1
16405.0,302,2,167.25,1,2,1,121,Lost,1
17071.0,28,9,2429.03,3,4,4,344,Loyal Customers,0
13873.0,119,3,389.6,2,3,2,232,At Risk,1
17362.0,239,2,312.23,1,2,2,122,Lost,1
13394.0,1,8,2520.02,4,4,4,444,Champions,0
12502.0,95,5,3723.87,2,4,4,244,At Risk,1
16333.0,7,22,26626.8,4,4,4,444,Champions,0
16030.0,309,1,331.24,1,1,2,112,Lost,1
14044.0,26,4,652.82,3,3,2,332,Loyal Customers,0
13800.0,309,1,558.32,1,1,2,112,Lost,1
17672.0,50,2,3178.17,3,2,4,324,Average,1
12464.0,10,8,1212.05,4,4,3,443,Champions,0
13581.0,309,1,118.0,1,1,1,111,Lost,1
14540.0,9,3,996.26,4,3,3,433,Loyal Customers,0
13539.0,85,3,631.34,2,3,2,232,At Risk,1
15885.0,92,3,379.35,2,3,2,232,At Risk,1
14497.0,309,1,475.37,1,1,2,112,Lost,1
17507.0,261,2,605.58,1,2,2,122,Lost,1
13208.0,58,6,1223.9,2,4,3,243,At Risk,1
17334.0,302,2,307.02,1,2,1,121,Lost,1
13871.0,22,13,6403.25,3,4,4,344,Loyal Customers,0
16938.0,8,4,2736.38,4,3,4,434,Loyal Customers,0
12754.0,235,3,3010.74,1,3,4,134,At Risk,1
12410.0,308,2,693.33,1,2,3,123,Lost,1
14778.0,127,2,730.86,2,2,3,223,Average,1
17517.0,308,1,153.94,1,1,1,111,Lost,1
17226.0,308,1,393.49,1,1,2,112,Lost,1
13137.0,10,8,3650.41,4,4,4,444,Champions,0
13725.0,49,8,1980.56,3,4,4,344,Loyal Customers,1
13309.0,7,5,1456.79,4,4,3,443,Champions,0
12842.0,70,2,1118.99,2,2,3,223,Average,1
16109.0,218,2,611.88,1,2,2,122,Lost,1
17291.0,308,1,550.8,1,1,2,112,Lost,1
15090.0,308,1,381.32,1,1,2,112,Lost,1
15199.0,59,4,1268.7,2,3,3,233,At Risk,1
13911.0,57,9,2580.91,2,4,4,244,At Risk,1
14194.0,4,21,11349.52,4,4,4,444,Champions,0
14842.0,43,4,2824.69,3,3,4,334,Loyal Customers,1
13584.0,306,1,142.4,1,1,1,111,Lost,1
17105.0,159,2,665.78,1,2,2,122,Lost,1
14438.0,306,1,131.9,1,1,1,111,Lost,1
12956.0,306,1,108.07,1,1,1,111,Lost,1
15781.0,25,3,345.46,3,3,2,332,Loyal Customers,0
14410.0,92,9,1105.07,2,4,3,243,At Risk,1
14600.0,305,1,393.33,1,1,2,112,Lost,1
17302.0,14,5,1135.63,4,4,3,443,Champions,0
17613.0,22,14,4559.15,3,4,4,344,Loyal Customers,0
13334.0,82,3,3536.82,2,3,4,234,At Risk,1
13955.0,154,2,322.96,1,2,2,122,Lost,1
17162.0,28,10,1715.46,3,4,4,344,Loyal Customers,0
13809.0,305,1,155.05,1,1,1,111,Lost,1
15407.0,33,4,1056.44,3,3,3,333,Loyal Customers,1
15577.0,151,3,258.88,1,3,1,131,At Risk,1
16332.0,28,7,1593.2,3,4,3,343,Loyal Customers,0
14048.0,305,1,409.93,1,1,2,112,Lost,1
14475.0,71,3,925.85,2,3,3,233,At Risk,1
12576.0,35,5,1315.83,3,4,3,343,Loyal Customers,1
15753.0,304,1,79.2,1,1,1,111,Lost,1
12599.0,29,7,1032.58,3,4,3,343,Loyal Customers,0
14562.0,3,18,5074.77,4,4,4,444,Champions,0
16951.0,134,3,1277.75,2,3,3,233,At Risk,1
16998.0,149,4,295.0,1,3,1,131,At Risk,1
13133.0,273,2,109.8,1,2,1,121,Lost,1
15843.0,303,1,118.95,1,1,1,111,Lost,1
17083.0,109,3,1405.78,2,3,3,233,At Risk,1
15970.0,303,1,314.1,1,1,2,112,Lost,1
13590.0,11,6,1981.92,4,4,4,444,Champions,0
17537.0,29,2,897.62,3,2,3,323,Average,0
12401.0,303,1,84.3,1,1,1,111,Lost,1
12462.0,18,2,1189.59,3,2,3,323,Average,0
13706.0,302,1,330.79,1,1,2,112,Lost,1
14431.0,302,1,470.36,1,1,2,112,Lost,1
15809.0,36,5,515.77,3,4,2,342,Loyal Customers,1
12561.0,302,1,238.85,1,1,1,111,Lost,1
14465.0,246,3,1058.62,1,3,3,133,At Risk,1
16027.0,91,6,934.62,2,4,3,243,At Risk,1
12857.0,210,2,1106.4,1,2,3,123,Lost,1
16425.0,302,1,302.7,1,1,1,111,Lost,1
16842.0,100,3,1264.19,2,3,3,233,At Risk,1
15796.0,1,8,2711.56,4,4,4,444,Champions,0
14555.0,57,2,324.14,2,2,2,222,Average,1
15114.0,30,10,2760.56,3,4,4,344,Loyal Customers,0
15133.0,127,3,982.42,2,3,3,233,At Risk,1
12897.0,204,2,216.5,1,2,1,121,Lost,1
17512.0,28,10,2924.99,3,4,4,344,Loyal Customers,0
12477.0,22,6,13219.74,3,4,4,344,Loyal Customers,0
15550.0,4,4,575.63,4,3,2,432,Loyal Customers,0
13875.0,53,5,1786.79,2,4,4,244,At Risk,1
15406.0,31,2,510.71,3,2,2,322,Average,1
17282.0,130,3,1703.41,2,3,4,234,At Risk,1
16434.0,29,7,1522.25,3,4,3,343,Loyal Customers,0
17050.0,96,6,3228.84,2,4,4,244,At Risk,1
13171.0,21,3,468.41,3,3,2,332,Loyal Customers,0
17472.0,191,3,710.29,1,3,3,133,At Risk,1
17255.0,40,2,298.41,3,2,1,321,Average,1
16084.0,299,1,436.18,1,1,2,112,Lost,1
17667.0,66,5,2055.51,2,4,4,244,At Risk,1
12507.0,134,3,1304.81,2,3,3,233,At Risk,1
14631.0,50,3,1006.98,3,3,3,333,Loyal Customers,1
13381.0,31,6,3639.31,3,4,4,344,Loyal Customers,1
15236.0,298,1,321.05,1,1,2,112,Lost,1
13475.0,191,4,1431.78,1,3,3,133,At Risk,1
13717.0,32,6,1445.01,3,4,3,343,Loyal Customers,1
13157.0,49,4,1741.22,3,3,4,334,Loyal Customers,1
14644.0,67,2,830.76,2,2,3,223,Average,1
12993.0,23,4,414.76,3,3,2,332,Loyal Customers,0
17571.0,50,4,1498.51,3,3,3,333,Loyal Customers,1
16979.0,3,6,1852.0,4,4,4,444,Champions,0
16738.0,297,1,3.75,1,1,1,111,Lost,1
15122.0,114,3,1633.78,2,3,3,233,At Risk,1
17612.0,53,6,2048.45,2,4,4,244,At Risk,1
17348.0,14,5,1159.52,4,4,3,443,Champions,0
13893.0,297,1,821.1,1,1,3,113,Lost,1
14035.0,28,5,1428.02,3,4,3,343,Loyal Customers,0
13623.0,30,5,747.78,3,4,3,343,Loyal Customers,0
14346.0,120,2,1021.58,2,2,3,223,Average,1
16431.0,213,3,642.81,1,3,2,132,At Risk,1
12616.0,95,2,713.3,2,2,3,223,Average,1
16317.0,119,3,1341.65,2,3,3,233,At Risk,1
14935.0,297,1,1784.71,1,1,4,114,Lost,1
16073.0,297,1,122.4,1,1,1,111,Lost,1
14477.0,19,4,1309.6,3,3,3,333,Loyal Customers,0
14760.0,297,1,89.2,1,1,1,111,Lost,1
14897.0,7,4,1366.38,4,3,3,433,Loyal Customers,0
15810.0,78,4,1391.98,2,3,3,233,At Risk,1
16509.0,296,1,363.7,1,1,2,112,Lost,1
14386.0,296,1,142.4,1,1,1,111,Lost,1
12455.0,73,6,2466.86,2,4,4,244,At Risk,1
14530.0,25,6,2925.91,3,4,4,344,Loyal Customers,0
15670.0,296,1,173.05,1,1,1,111,Lost,1
12653.0,148,2,2209.85,1,2,4,124,Lost,1
16126.0,29,4,6287.77,3,3,4,334,Loyal Customers,0
14609.0,72,4,601.56,2,3,2,232,At Risk,1
13414.0,133,3,1390.5,2,3,3,233,At Risk,1
12823.0,74,5,1759.5,2,4,4,244,At Risk,1
12352.0,36,8,2506.04,3,4,4,344,Loyal Customers,1
12372.0,71,3,1298.04,2,3,3,233,At Risk,1
14944.0,29,12,5900.25,3,4,4,344,Loyal Customers,0
16494.0,296,1,826.53,1,1,3,113,Lost,1
14959.0,64,4,695.42,2,3,3,233,At Risk,1
16148.0,296,1,76.32,1,1,1,111,Lost,1
17422.0,16,6,1979.37,4,4,4,444,Champions,0
17175.0,44,4,1443.69,3,3,3,333,Loyal Customers,1
12362.0,3,10,5226.23,4,4,4,444,Champions,0
13018.0,16,28,7277.7,4,4,4,444,Champions,0
13718.0,246,2,306.55,1,2,1,121,Lost,1
15382.0,14,6,5955.71,4,4,4,444,Champions,0
14754.0,44,2,638.05,3,2,2,322,Average,1
13151.0,295,1,1257.87,1,1,3,113,Lost,1
12654.0,10,5,601.98,4,4,2,442,Champions,0
13085.0,157,2,416.08,1,2,2,122,Lost,1
15903.0,9,7,5126.76,4,4,4,444,Champions,0
15785.0,32,5,2328.97,3,4,4,344,Loyal Customers,1
14379.0,44,2,348.1,3,2,2,322,Average,1
14211.0,53,9,2241.1,2,4,4,244,At Risk,1
14371.0,295,1,100.5,1,1,1,111,Lost,1
13425.0,108,3,1624.21,2,3,3,233,At Risk,1
12852.0,294,1,311.55,1,1,2,112,Lost,1
15228.0,66,4,3386.71,2,3,4,234,At Risk,1
13012.0,9,8,1661.84,4,4,3,443,Champions,0
16182.0,72,4,6617.65,2,3,4,234,At Risk,1
13489.0,105,4,449.52,2,3,2,232,At Risk,1
12714.0,9,5,4708.86,4,4,4,444,Champions,0
13904.0,37,2,332.64,3,2,2,322,Average,1
15755.0,10,6,2364.25,4,4,4,444,Champions,0
13932.0,294,1,307.4,1,1,1,111,Lost,1
13799.0,116,2,688.86,2,2,3,223,Average,1
13951.0,176,3,674.45,1,3,2,132,At Risk,1
16765.0,294,1,34.0,1,1,1,111,Lost,1
16566.0,15,5,614.66,4,4,2,442,Champions,0
12891.0,185,3,331.0,1,3,2,132,At Risk,1
16466.0,33,7,1603.46,3,4,3,343,Loyal Customers,1
16115.0,9,8,1667.97,4,4,4,444,Champions,0
14162.0,173,2,289.36,1,2,1,121,Lost,1
13301.0,103,4,618.09,2,3,2,232,At Risk,1
14803.0,162,3,845.55,1,3,3,133,At Risk,1
13744.0,95,2,1156.36,2,2,3,223,Average,1
12988.0,292,1,535.32,1,1,2,112,Lost,1
17323.0,15,7,921.07,4,4,3,443,Champions,0
12707.0,291,1,603.42,1,1,2,112,Lost,1
15129.0,50,11,3447.4,3,4,4,344,Loyal Customers,1
17361.0,49,3,488.2,3,3,2,332,Loyal Customers,1
15321.0,70,3,2748.31,2,3,4,234,At Risk,1
13477.0,37,6,1454.58,3,4,3,343,Loyal Customers,1
15065.0,37,4,3158.13,3,3,4,334,Loyal Customers,1
16980.0,255,2,1078.96,1,2,3,123,Lost,1
15146.0,164,2,1327.16,1,2,3,123,Lost,1
12365.0,291,2,641.38,1,2,2,122,Lost,1
13410.0,24,5,1003.06,3,4,3,343,Loyal Customers,0
13044.0,291,1,560.47,1,1,2,112,Lost,1
16441.0,67,2,381.2,2,2,2,222,Average,1
16014.0,37,3,662.38,3,3,2,332,Loyal Customers,1
14520.0,1,2,270.6,4,2,1,421,Average,0
13038.0,80,3,908.46,2,3,3,233,At Risk,1
17002.0,85,3,1493.73,2,3,3,233,At Risk,1
15722.0,35,5,2222.56,3,4,4,344,Loyal Customers,1
16349.0,290,1,53.5,1,1,1,111,Lost,1
16913.0,290,1,113.44,1,1,1,111,Lost,1
17442.0,36,6,2248.56,3,4,4,344,Loyal Customers,1
14895.0,7,20,11138.71,4,4,4,444,Champions,0
15303.0,290,1,574.02,1,1,2,112,Lost,1
12845.0,267,4,354.09,1,3,2,132,At Risk,1
16045.0,119,4,1340.7,2,3,3,233,At Risk,1
16573.0,84,2,663.61,2,2,2,222,Average,1
13421.0,40,2,1851.08,3,2,4,324,Average,1
13285.0,23,4,2709.12,3,3,4,334,Loyal Customers,0
13184.0,14,10,1701.29,4,4,4,444,Champions,0
13804.0,30,7,2635.79,3,4,4,344,Loyal Customers,0
17499.0,289,1,622.88,1,1,2,112,Lost,1
15397.0,289,1,94.0,1,1,1,111,Lost,1
14276.0,98,3,1119.74,2,3,3,233,At Risk,1
13453.0,165,2,356.98,1,2,2,122,Lost,1
16394.0,56,5,1555.34,2,4,3,243,At Risk,1
13865.0,58,4,501.56,2,3,2,232,At Risk,1
16940.0,52,3,3049.88,2,3,4,234,At Risk,1
14289.0,8,6,911.26,4,4,3,443,Champions,0
16208.0,44,2,664.26,3,2,2,322,Average,1
17063.0,21,7,1461.14,3,4,3,343,Loyal Customers,0
13149.0,14,4,1676.06,4,3,4,434,Loyal Customers,0
15932.0,4,8,2495.87,4,4,4,444,Champions,0
16692.0,256,2,1276.0,1,2,3,123,Lost,1
17171.0,289,1,224.91,1,1,1,111,Lost,1
14004.0,43,7,4582.64,3,4,4,344,Loyal Customers,1
17139.0,15,12,10668.47,4,4,4,444,Champions,0
14513.0,100,3,455.59,2,3,2,232,At Risk,1
15974.0,39,7,3442.15,3,4,4,344,Loyal Customers,1
12565.0,288,1,145.92,1,1,1,111,Lost,1
12582.0,238,2,511.36,1,2,2,122,Lost,1
14231.0,183,3,925.71,1,3,3,133,At Risk,1
14880.0,77,3,706.19,2,3,3,233,At Risk,1
13118.0,19,5,1197.81,3,4,3,343,Loyal Customers,0
15121.0,50,2,457.72,3,2,2,322,Average,1
17117.0,288,1,116.2,1,1,1,111,Lost,1
12945.0,288,1,462.95,1,1,2,112,Lost,1
16072.0,288,1,584.32,1,1,2,112,Lost,1
16838.0,197,2,588.85,1,2,2,122,Lost,1
15543.0,288,1,127.86,1,1,1,111,Lost,1
13751.0,288,1,296.25,1,1,1,111,Lost,1
15847.0,38,2,389.27,3,2,2,322,Average,1
13851.0,95,3,2651.46,2,3,4,234,At Risk,1
13501.0,288,1,1340.32,1,1,3,113,Lost,1
12633.0,58,4,2163.98,2,3,4,234,At Risk,1
13345.0,287,1,389.5,1,1,2,112,Lost,1
13870.0,2,8,2770.94,4,4,4,444,Champions,0
17034.0,16,3,745.52,4,3,3,433,Loyal Customers,0
16592.0,4,16,4113.68,4,4,4,444,Champions,0
15712.0,9,5,1072.36,4,4,3,443,Champions,0
13362.0,9,4,3090.74,4,3,4,434,Loyal Customers,0
14470.0,11,2,461.19,4,2,2,422,Average,0
17388.0,77,4,1259.56,2,3,3,233,At Risk,1
16841.0,36,6,1869.82,3,4,4,344,Loyal Customers,1
13753.0,287,1,741.26,1,1,3,113,Lost,1
13666.0,60,3,84.65,2,3,1,231,At Risk,1
12361.0,287,1,189.9,1,1,1,111,Lost,1
14481.0,164,2,636.51,1,2,2,122,Lost,1
13792.0,66,2,195.55,2,2,1,221,Average,1
17663.0,25,7,1802.91,3,4,4,344,Loyal Customers,0
13973.0,287,1,264.7,1,1,1,111,Lost,1
15990.0,44,2,792.11,3,2,3,323,Average,1
13493.0,275,2,618.63,1,2,2,122,Lost,1
13684.0,285,1,67.23,1,1,1,111,Lost,1
13261.0,268,2,944.1,1,2,3,123,Lost,1
16598.0,285,1,145.05,1,1,1,111,Lost,1
14147.0,78,2,483.4,2,2,2,222,Average,1
15951.0,8,2,708.22,4,2,3,423,Average,0
13971.0,18,8,2758.26,3,4,4,344,Loyal Customers,0
17516.0,15,5,768.08,4,4,3,443,Champions,0
13630.0,5,7,2031.78,4,4,4,444,Champions,0
14157.0,19,2,432.88,3,2,2,322,Average,0
13636.0,36,5,949.12,3,4,3,343,Loyal Customers,1
13610.0,12,7,1131.88,4,4,3,443,Champions,0
14745.0,112,5,1220.26,2,4,3,243,At Risk,1
12781.0,63,2,826.74,2,2,3,223,Average,1
14036.0,284,1,626.65,1,1,2,112,Lost,1
16057.0,16,7,2263.12,4,4,4,444,Champions,0
16992.0,10,5,1614.31,4,4,3,443,Champions,0
15724.0,201,2,218.25,1,2,1,121,Lost,1
12458.0,71,2,947.4,2,2,3,223,Average,1
12598.0,9,8,3023.08,4,4,4,444,Champions,0
13675.0,151,2,486.82,1,2,2,122,Lost,1
14227.0,26,10,3350.96,3,4,4,344,Loyal Customers,0
16668.0,15,6,306.72,4,4,1,441,Champions,0
16667.0,68,2,570.13,2,2,2,222,Average,1
13509.0,8,7,979.72,4,4,3,443,Champions,0
15874.0,63,7,4405.88,2,4,4,244,At Risk,1
16187.0,31,15,6911.44,3,4,4,344,Loyal Customers,1
16339.0,284,1,109.95,1,1,1,111,Lost,1
12509.0,284,1,176.5,1,1,1,111,Lost,1
14046.0,284,1,154.99,1,1,1,111,Lost,1
13292.0,38,2,578.94,3,2,2,322,Average,1
16427.0,263,2,241.06,1,2,1,121,Lost,1
14056.0,1,23,8214.65,4,4,4,444,Champions,0
15656.0,45,4,748.5,3,3,3,333,Loyal Customers,1
12811.0,260,3,514.85,1,3,2,132,At Risk,1
16518.0,61,2,484.32,2,2,2,222,Average,1
17165.0,284,1,158.68,1,1,1,111,Lost,1
17462.0,60,2,675.69,2,2,3,223,Average,1
14620.0,205,2,412.78,1,2,2,122,Lost,1
14740.0,197,3,1448.21,1,3,3,133,At Risk,1
16462.0,73,3,136.0,2,3,1,231,At Risk,1
12428.0,25,9,7956.46,3,4,4,344,Loyal Customers,0
16078.0,283,1,79.2,1,1,1,111,Lost,1
16915.0,9,6,621.68,4,4,2,442,Champions,0
15676.0,18,3,3435.76,3,3,4,334,Loyal Customers,0
15709.0,283,1,133.25,1,1,1,111,Lost,1
15241.0,66,8,1756.44,2,4,4,244,At Risk,1
12933.0,24,3,607.53,3,3,2,332,Loyal Customers,0
15092.0,215,2,457.81,1,2,2,122,Lost,1
12679.0,58,4,1113.02,2,3,3,233,At Risk,1
15319.0,283,1,204.5,1,1,1,111,Lost,1
16212.0,19,2,690.34,3,2,3,323,Average,0
15257.0,283,1,317.15,1,1,2,112,Lost,1
14656.0,169,2,291.05,1,2,1,121,Lost,1
13884.0,7,5,787.6,4,4,3,443,Champions,0
12866.0,283,1,559.12,1,1,2,112,Lost,1
14676.0,31,6,2548.24,3,4,4,344,Loyal Customers,1
13166.0,283,1,417.2,1,1,2,112,Lost,1
16389.0,53,4,1382.07,2,3,3,233,At Risk,1
14292.0,7,9,4871.93,4,4,4,444,Champions,0
15416.0,64,4,3984.32,2,3,4,234,At Risk,1
15733.0,282,1,162.3,1,1,1,111,Lost,1
16678.0,2,12,3109.99,4,4,4,444,Champions,0
12834.0,282,1,312.38,1,1,2,112,Lost,1
13722.0,131,3,2375.41,2,3,4,234,At Risk,1
14934.0,81,2,1890.94,2,2,4,224,Average,1
15067.0,78,3,1744.76,2,3,4,234,At Risk,1
16128.0,17,5,1880.22,4,4,4,444,Champions,0
15622.0,43,9,3709.56,3,4,4,344,Loyal Customers,1
14473.0,74,2,234.34,2,2,1,221,Average,1
15104.0,196,2,1027.44,1,2,3,123,Lost,1
15643.0,191,3,664.0,1,3,2,132,At Risk,1
16792.0,282,2,110.38,1,2,1,121,Lost,1
15031.0,4,4,668.14,4,3,2,432,Loyal Customers,0
15636.0,89,2,724.76,2,2,3,223,Average,1
12873.0,282,1,374.0,1,1,2,112,Lost,1
16217.0,235,2,304.25,1,2,1,121,Lost,1
17426.0,8,6,5037.26,4,4,4,444,Champions,0
16957.0,239,2,416.64,1,2,2,122,Lost,1
16571.0,26,3,1421.69,3,3,3,333,Loyal Customers,0
14483.0,281,1,137.1,1,1,1,111,Lost,1
15087.0,281,1,306.94,1,1,1,111,Lost,1
